policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;suspicion_score;motif_suspicion
POL118240;MI;500;1067.81;72;OTHER;High School;Sales;yachting;09/07/2025;Vehicle Theft;Front;Major Damage;Police;MI;Lake Jo;0;3;2;0;No;21583.63;22143.76;148.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL123522;NY;200;1395.45;32;OTHER;PhD;Manager;hiking;08/12/2023;Vehicle Theft;Rear;Minor Damage;Police;NC;South Sharonshire;2;4;1;0;No;22582.08;19066.4;148.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL125509;CA;400;764.29;61;FEMALE;College;Teacher;reading;12/12/2023;Vehicle Theft;Side;Major Damage;inconnu;FL;Cookburgh;18;4;2;0;No;29168.73;24761.58;148.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL127263;NC;700;922.96;70;MALE;College;Doctor;paintball;20/02/2025;Vehicle Theft;Front;Total Loss;Fire;NC;Aguirrestad;1;4;0;3;Yes;23950.73;24547.09;148.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique
POL127774;IL;1000;960.98;69;FEMALE;College;Sales;yachting;03/08/2025;Parked Car;Front;Major Damage;Ambulance;OH;North Autumnburgh;0;4;1;0;No;26032.21;24388.7;148.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL129661;CA;600;1166.61;33;FEMALE;Masters;Technician;movies;26/10/2024;Vehicle Theft;Rear;Minor Damage;Police;OH;Jacobmouth;1;4;2;0;No;22286.64;19791.88;148.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL100345;OH;700;838.39;33;FEMALE;College;Doctor;movies;02/01/2025;Multi-vehicle Collision;Front;Total Loss;inconnu;MI;North Mark;19;1;3;0;No;23592.27;24284.83;147.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL103280;FL;600;1055.84;22;FEMALE;College;Sales;paintball;26/06/2025;Multi-vehicle Collision;Front;Total Loss;Police;MI;Markville;9;1;4;0;No;24500.15;23875.78;147.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL106039;MI;400;965.22;38;OTHER;PhD;Doctor;yachting;01/07/2024;Vehicle Theft;Unknown;Total Loss;Fire;FL;Arnoldhaven;19;1;0;0;No;25905.69;23561.38;147.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Gravite elevee sans blesse declare
POL108270;OH;1000;893.56;74;FEMALE;College;Doctor;movies;27/12/2023;Parked Car;Unknown;Total Loss;Fire;PA;Wagnertown;7;1;0;0;No;20616.12;24114.61;147.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Gravite elevee sans blesse declare
POL112593;NY;800;1210.73;39;OTHER;College;Technician;chess;23/10/2024;Vehicle Theft;Unknown;Total Loss;Fire;GA;East Kevinport;21;1;0;0;No;22795.94;24271.17;147.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Gravite elevee sans blesse declare
POL113645;MI;300;988.53;44;OTHER;PhD;Sales;movies;27/12/2023;Parked Car;Side;Total Loss;inconnu;MI;Weaverborough;10;1;3;0;No;25581.81;24749.44;147.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL120177;MI;1000;1184.77;37;MALE;High School;Lawyer;hiking;05/01/2025;Single Vehicle Collision;Front;Total Loss;inconnu;IL;Port Lindseychester;6;1;3;0;No;26221.29;23918.48;147.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL120248;GA;1000;825.79;32;MALE;College;Engineer;paintball;22/01/2025;Single Vehicle Collision;Side;Total Loss;Police;OH;Lake Richardbury;14;2;1;0;No;27894.89;24432.39;147.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL122679;CA;600;627.16;50;OTHER;Masters;Engineer;movies;26/11/2024;Parked Car;Unknown;Total Loss;inconnu;NC;West Jimside;11;1;1;0;No;27860.17;24427.4;147.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL123204;MI;500;651.68;51;FEMALE;College;Sales;chess;23/10/2024;Parked Car;Unknown;Total Loss;Fire;CA;Michaelstad;12;2;2;0;No;27680.19;23882.94;147.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL127715;NC;600;611.56;67;MALE;High School;Doctor;reading;09/11/2024;Parked Car;Rear;Total Loss;Ambulance;GA;Nataliebury;6;1;0;0;No;23845.25;23560.74;147.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Gravite elevee sans blesse declare
POL104417;IL;800;1013.2;44;FEMALE;High School;Clerk;yachting;12/12/2024;Single Vehicle Collision;Rear;Total Loss;Ambulance;OH;South Jeffery;9;4;3;0;No;20677.49;24213.35;145.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL104928;OH;500;874.1;41;MALE;Masters;Lawyer;hiking;27/01/2024;Parked Car;Unknown;Total Loss;inconnu;FL;South Kimberlymouth;7;3;3;0;No;24812.63;22169.36;145.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Voiture garee avec trop de vehicules impliques
POL106125;NC;600;914.23;23;FEMALE;Masters;Technician;reading;09/07/2024;Vehicle Theft;Side;Minor Damage;Fire;OH;Chrisfort;0;2;4;5;No;27162.21;23507.34;145.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL110191;TX;700;1260.18;48;OTHER;College;Lawyer;chess;08/05/2024;Multi-vehicle Collision;Unknown;Total Loss;Fire;TX;Cherylport;19;4;3;0;No;22328.86;24921.38;145.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL113366;FL;400;1301.16;18;MALE;Masters;Manager;chess;07/07/2025;Vehicle Theft;Side;Major Damage;inconnu;GA;Wellsfort;1;1;4;2;No;23685.92;22813.89;145.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL118334;GA;700;781.02;63;FEMALE;Masters;Sales;movies;27/01/2024;Vehicle Theft;Front;Total Loss;Fire;MI;New Bryanborough;3;1;4;2;No;24448.62;23695.26;145.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL120652;FL;700;629.6;31;MALE;PhD;Doctor;paintball;31/05/2024;Vehicle Theft;Side;Major Damage;Fire;CA;Millerbury;2;1;1;5;No;26696.67;23374.51;145.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL125234;CA;600;1410.16;59;FEMALE;PhD;Lawyer;camping;01/03/2024;Vehicle Theft;Front;Minor Damage;Fire;TX;Morseburgh;4;2;4;3;No;20863.44;23802.72;145.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL100183;IL;500;911.86;52;MALE;Masters;Engineer;hiking;16/04/2025;Parked Car;Unknown;Minor Damage;Fire;FL;North Carol;14;4;0;0;No;27384.57;24784.2;143.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Voiture garee avec trop de vehicules impliques
POL104402;TX;1000;1065.95;73;OTHER;High School;Clerk;movies;05/06/2025;Vehicle Theft;Front;Major Damage;inconnu;IL;North Amytown;1;3;2;2;No;25569.39;22034.41;143.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL105703;MI;400;1174.41;36;OTHER;PhD;Sales;yachting;19/11/2024;Vehicle Theft;Side;Major Damage;Ambulance;GA;Emilyhaven;2;4;3;1;No;24553.27;22015.51;143.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL106814;NY;500;981.48;73;MALE;College;Clerk;movies;18/12/2023;Vehicle Theft;Side;Total Loss;Fire;FL;New Jared;3;3;3;3;No;23822.56;21349.49;143.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL107534;OH;200;682.41;69;FEMALE;PhD;Teacher;movies;04/02/2024;Vehicle Theft;Side;Minor Damage;Fire;PA;Cherylberg;4;4;1;2;No;23164.54;20514.59;143.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL108750;NY;500;1069.09;45;OTHER;PhD;Lawyer;reading;04/02/2025;Vehicle Theft;Rear;Minor Damage;inconnu;GA;East Tyler;4;4;4;4;No;23476.62;19598.45;143.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL111142;PA;300;843.53;49;FEMALE;Masters;Manager;hiking;17/10/2024;Multi-vehicle Collision;Front;Major Damage;Ambulance;NY;West Brittanystad;18;3;0;0;No;23967.11;24721.81;143.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL112281;PA;800;616.5;57;FEMALE;College;Teacher;camping;17/11/2024;Parked Car;Side;Major Damage;Police;TX;New Jonathan;20;4;2;0;No;24078.17;24394.12;143.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Voiture garee avec trop de vehicules impliques
POL112521;IL;300;768.96;68;FEMALE;High School;Clerk;movies;04/05/2025;Vehicle Theft;Rear;Total Loss;inconnu;MI;Heatherville;2;4;3;3;No;23951.84;20835.27;143.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL115304;GA;1000;1348.56;73;OTHER;Masters;Manager;reading;30/07/2024;Parked Car;Unknown;Minor Damage;Ambulance;NC;New Alexandra;21;4;3;0;No;25974.44;24578.78;143.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Voiture garee avec trop de vehicules impliques
POL116256;OH;700;886.66;66;FEMALE;High School;Clerk;paintball;21/10/2025;Vehicle Theft;Rear;Major Damage;inconnu;CA;New Phyllis;2;3;0;1;No;20792.94;21789.72;143.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique
POL116323;GA;400;1292.24;45;FEMALE;High School;Sales;hiking;22/09/2025;Vehicle Theft;Rear;Major Damage;Fire;TX;Leonardchester;13;3;0;5;No;25308.17;24073.15;143.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL120210;NC;700;1072.84;61;MALE;High School;Teacher;hiking;30/09/2025;Vehicle Theft;Side;Major Damage;Police;MI;Andreamouth;2;3;0;5;No;21132.64;19580.51;143.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique
POL122672;NC;400;1299.14;57;FEMALE;Masters;Sales;paintball;27/03/2024;Parked Car;Unknown;Total Loss;Fire;CA;Port Jenny;3;3;0;2;No;26440.55;23960.0;143.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique | Voiture garee avec trop de vehicules impliques
