policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;fraud_reported;suspicion_score;motif_suspicion
POL100345;OH;700;838.39;33;FEMALE;College;Doctor;movies;02/01/2025;Multi-vehicle Collision;Front;Total Loss;Inconnu;MI;North Mark;19;1;3;0;No;23592.27;24284.83;N;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL104928;OH;500;874.1;41;MALE;Masters;Lawyer;hiking;27/01/2024;Parked Car;Unknown;Total Loss;Inconnu;FL;South Kimberlymouth;7;3;3;0;No;24812.63;22169.36;N;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police | Voiture garee avec trop de vehicules impliques
POL105292;IL;200;720.91;44;OTHER;College;Manager;reading;06/05/2024;Multi-vehicle Collision;Rear;Total Loss;Inconnu;PA;West Jasonbury;8;4;2;0;No;28330.09;24440.79;Y;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL105478;NY;600;965.64;36;MALE;College;Sales;chess;07/02/2025;Multi-vehicle Collision;Unknown;Total Loss;Fire;MI;New Matthewport;3;4;0;0;No;27020.73;24663.1;N;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL106290;PA;1000;854.43;47;FEMALE;Masters;Manager;paintball;31/12/2024;Parked Car;Rear;Total Loss;Police;MI;West Cassandra;9;1;0;0;No;23755.53;24495.63;N;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL106376;GA;800;1318.75;34;OTHER;Masters;Teacher;paintball;14/01/2025;Multi-vehicle Collision;Side;Total Loss;Ambulance;NY;Lake Kevinshire;3;3;1;0;No;26534.98;24434.77;N;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL110404;MI;600;914.45;54;OTHER;High School;Doctor;chess;14/05/2024;Parked Car;Side;Total Loss;Inconnu;GA;New Connie;23;2;1;0;No;23197.05;24102.14;Y;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL112602;NY;500;695.75;35;MALE;High School;Engineer;hiking;10/08/2024;Vehicle Theft;Unknown;Total Loss;Inconnu;GA;South Timothyfurt;11;4;3;0;No;24208.89;24389.75;Y;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL113645;MI;300;988.53;44;OTHER;PhD;Sales;movies;27/12/2023;Parked Car;Side;Total Loss;Inconnu;MI;Weaverborough;10;1;3;0;No;25581.81;24749.44;N;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL114369;PA;700;1113.56;41;FEMALE;Masters;Clerk;chess;15/11/2024;Multi-vehicle Collision;Side;Total Loss;Police;OH;New Gina;23;3;1;0;No;27329.06;24818.15;N;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL115112;IL;700;788.42;35;MALE;High School;Clerk;chess;07/09/2024;Vehicle Theft;Unknown;Total Loss;Fire;CA;Hernandezfort;14;4;4;0;No;27250.26;24213.61;Y;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL118593;NC;600;725.67;23;MALE;Masters;Manager;reading;19/04/2025;Vehicle Theft;Rear;Total Loss;Inconnu;FL;New Cynthia;6;1;4;0;Yes;24113.17;22978.79;Y;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Conducteur jeune (16-25 ans)
POL120177;MI;1000;1184.77;37;MALE;High School;Lawyer;hiking;05/01/2025;Single Vehicle Collision;Front;Total Loss;Inconnu;IL;Port Lindseychester;6;1;3;0;No;26221.29;23918.48;N;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL120248;GA;1000;825.79;32;MALE;College;Engineer;paintball;22/01/2025;Single Vehicle Collision;Side;Total Loss;Police;OH;Lake Richardbury;14;2;1;0;No;27894.89;24432.39;Y;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL122637;CA;600;833.61;59;OTHER;College;Clerk;paintball;22/04/2025;Multi-vehicle Collision;Rear;Total Loss;Fire;NC;Millerborough;20;4;4;0;No;23349.03;24769.58;Y;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL122679;CA;600;627.16;50;OTHER;Masters;Engineer;movies;26/11/2024;Parked Car;Unknown;Total Loss;Inconnu;NC;West Jimside;11;1;1;0;No;27860.17;24427.4;Y;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL123204;MI;500;651.68;51;FEMALE;College;Sales;chess;23/10/2024;Parked Car;Unknown;Total Loss;Fire;CA;Michaelstad;12;2;2;0;No;27680.19;23882.94;N;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL127476;OH;400;1041.29;59;OTHER;Masters;Clerk;yachting;28/07/2024;Single Vehicle Collision;Front;Total Loss;Inconnu;IL;Tanyatown;4;3;1;0;No;23463.5;24933.76;N;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL127907;MI;1000;827.73;66;FEMALE;High School;Engineer;hiking;21/04/2024;Multi-vehicle Collision;Front;Total Loss;Inconnu;FL;Charlesmouth;5;4;4;0;No;25750.93;24296.07;Y;88.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL101323;MI;600;1264.42;25;MALE;PhD;Engineer;hiking;06/07/2024;Parked Car;Front;Total Loss;Fire;MI;West Tonyfurt;4;3;1;0;Yes;26962.78;23420.81;Y;86.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL113724;OH;800;1338.98;22;OTHER;College;Lawyer;yachting;01/07/2024;Multi-vehicle Collision;Rear;Total Loss;Fire;MI;Ellisberg;11;1;1;0;No;25554.01;21618.84;N;86.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL115373;MI;200;1136.58;21;FEMALE;Masters;Doctor;reading;08/02/2024;Parked Car;Front;Total Loss;Police;CA;West Alvin;5;1;3;0;No;21355.06;23723.42;Y;86.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL117570;PA;200;936.29;25;OTHER;Masters;Doctor;paintball;17/08/2024;Parked Car;Front;Total Loss;Police;TX;Port Michaelton;8;3;4;0;No;13489.89;24094.0;Y;86.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL118805;FL;700;947.49;24;FEMALE;Masters;Clerk;reading;26/04/2024;Vehicle Theft;Unknown;Total Loss;Police;NC;Lake Jenniferbury;3;2;0;0;No;2725.4;3024.62;Y;86.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Conducteur jeune (16-25 ans)
POL123410;NC;800;705.47;20;FEMALE;College;Teacher;movies;30/01/2024;Vehicle Theft;Unknown;Total Loss;Ambulance;OH;Pittshaven;0;1;1;0;No;10327.16;16245.84;N;86.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Conducteur jeune (16-25 ans)
POL103228;GA;200;1004.77;51;FEMALE;PhD;Sales;paintball;04/05/2024;Vehicle Theft;Side;Total Loss;Police;OH;West Lindaville;17;3;0;0;No;21408.46;19426.66;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL104634;FL;600;843.79;35;FEMALE;College;Clerk;yachting;09/07/2025;Vehicle Theft;Rear;Total Loss;Inconnu;CA;Charleston;0;4;0;0;Yes;334.34;603.67;Y;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL105072;OH;300;1359.51;48;MALE;Masters;Sales;paintball;15/06/2024;Vehicle Theft;Side;Total Loss;Inconnu;NC;Lake Amy;1;4;3;0;Yes;9232.4;13278.96;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL105374;IL;300;889.69;57;MALE;College;Manager;paintball;05/03/2025;Vehicle Theft;Rear;Total Loss;Ambulance;PA;Bryanview;0;1;0;0;Yes;1200.87;1183.88;Y;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL105905;CA;800;1493.5;52;OTHER;High School;Technician;paintball;15/12/2024;Vehicle Theft;Side;Total Loss;Inconnu;NY;Johnsonton;2;4;2;0;Yes;2576.0;3668.65;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL105965;OH;200;844.89;31;FEMALE;Masters;Lawyer;yachting;01/08/2024;Vehicle Theft;Side;Total Loss;Fire;CA;Wellsview;3;1;4;0;Yes;10513.22;12745.05;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL107643;NY;600;811.87;63;MALE;College;Sales;hiking;12/07/2025;Vehicle Theft;Rear;Total Loss;Inconnu;TX;Mackshire;1;3;4;0;Yes;10708.2;12244.18;Y;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL107722;OH;200;1089.75;60;OTHER;PhD;Teacher;hiking;21/09/2024;Vehicle Theft;Rear;Total Loss;Fire;TX;Coleville;3;3;4;0;Yes;17031.03;19371.75;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL108188;PA;200;607.38;68;OTHER;College;Clerk;movies;18/03/2024;Vehicle Theft;Side;Total Loss;Police;OH;Christopherhaven;5;4;2;0;Yes;1743.23;2028.54;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL108201;MI;600;974.03;63;FEMALE;High School;Technician;chess;14/05/2024;Vehicle Theft;Front;Total Loss;Ambulance;NY;Christopherchester;4;1;4;0;Yes;16572.13;15143.94;Y;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL109776;NY;1000;1473.83;32;OTHER;High School;Technician;reading;17/12/2024;Vehicle Theft;Rear;Total Loss;Ambulance;CA;East Jessicabury;1;4;4;0;Yes;6504.25;10269.37;Y;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL109847;TX;200;1107.15;32;OTHER;PhD;Teacher;camping;01/06/2024;Vehicle Theft;Side;Total Loss;Ambulance;MI;West Scott;5;3;0;0;Yes;11166.9;17097.78;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL110057;FL;500;856.29;29;OTHER;Masters;Engineer;paintball;22/09/2024;Vehicle Theft;Rear;Total Loss;Police;PA;East Amanda;0;3;4;0;Yes;2576.69;2697.0;Y;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL110851;GA;600;892.14;26;OTHER;College;Manager;hiking;19/10/2024;Vehicle Theft;Rear;Total Loss;Police;OH;Lopezview;1;1;4;0;Yes;3273.36;3352.2;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL111378;FL;1000;778.13;46;FEMALE;High School;Manager;hiking;29/04/2024;Vehicle Theft;Front;Total Loss;Ambulance;NY;Lake Tracy;3;1;0;0;Yes;2014.47;1950.36;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112485;GA;600;1107.4;42;FEMALE;Masters;Engineer;movies;26/06/2025;Vehicle Theft;Side;Total Loss;Ambulance;IL;Lake Theresabury;3;2;0;0;Yes;9489.53;12695.43;Y;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112747;IL;400;1098.72;58;OTHER;College;Doctor;paintball;03/03/2025;Vehicle Theft;Front;Total Loss;Inconnu;NC;Soniaport;14;3;2;0;No;20650.14;17346.16;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL114278;NC;400;1486.42;39;FEMALE;PhD;Lawyer;chess;04/04/2024;Vehicle Theft;Rear;Total Loss;Fire;MI;Lake Ryan;4;1;1;0;Yes;17548.66;17744.84;N;85.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
